Id	Sentence_1	Sentence_2	Class	Cosine_distance_layer_1	Cosine_distance_layer_2	Cosine_distance_layer_3	Cosine_distance_layer_4	Cosine_distance_layer_5	Cosine_distance_layer_6	Cosine_distance_layer_7	Cosine_distance_layer_8	Cosine_distance_layer_9	Cosine_distance_layer_10	Cosine_distance_layer_11	Cosine_distance_layer_12
26727	Un altro piatto che vi lascio come esercizio quando tornate a casa si chiama la cagliata d'uovo.	Bene, tutte le cose che vi ho raccontato, adesso finalmente hanno preso forma.	1	0.021	0.0314	0.032	0.0213	0.0263	0.0297	0.0282	0.0472	0.0715	0.1075	0.3246	0.4084
140797	Quando cercavo l'immagine giusta che rappresentasse questo cavo, ho trovato il cavo giusto.	Ci sono delle differenze, da paese a paese, ma comunque sarei fuori di dieci anni.	1	0.0343	0.0399	0.0489	0.0426	0.0546	0.0512	0.0494	0.0648	0.081	0.1193	0.2542	0.1744
146052	Cosa vuol dire?	Il presente è come una linea sottile, una linea senza spessore che divide il passato dal futuro.	1	0.0878	0.1436	0.1138	0.0682	0.0676	0.0738	0.0781	0.1069	0.1587	0.2072	0.1271	0.1987
36440	E quindi cosa successe nei paesi?	E quindi, la farmacia, il macellaio, la cartoleria, la merceria chiusero tutti e quindi nessuno aveva più nessun bisogno di andare in paese, perché era tutto fuori.	1	0.0481	0.0857	0.0725	0.0518	0.0593	0.061	0.0608	0.0606	0.0583	0.0876	0.0915	0.1234
26580	Una frana no: guardate, è solo un po' di terra, di detrito e del fango.	Ma uno dei problemi è che le frane possono anche avvenire in un attimo.	0	0.0219	0.0295	0.0462	0.0315	0.0306	0.0313	0.0308	0.0524	0.0947	0.1402	0.1533	0.1095
190402	Leggerezza significa che, per qualsiasi percorso, noi dobbiamo salire con uno zaino vuoto per i primi scalini e poi, pian piano, abbiamo tutto il tempo di aggiungere ostacoli e complicazioni varie.	Che normalmente arriveranno, ma più in alto siamo e più siamo vicini allo stato di Flow.	0	0.0191	0.0261	0.0331	0.0235	0.0272	0.0292	0.0311	0.0388	0.0396	0.057	0.0498	0.0572
164573	Lui, in realtà, vendette tutti gli impianti nuovi, elettronici e andò in giro per il mondo ad acquistare impianti meccanici, degli anni '40 e '50.	E così, dopo questa discussione con mio zio, che avveniva purtroppo quasi 30 anni fa, ho iniziato, prima da studente, poi da ricercatore universitario, a capire i driver del successo delle imprese.	1	0.0175	0.0286	0.0416	0.0259	0.0249	0.029	0.0279	0.0363	0.0514	0.0542	0.2584	0.3198
3960	Poi, all'interno di quella struttura, pensata per i grandi eventi musicali, nel 1973 David Bowie fece un concerto che siglò il record storico di persone che erano andate ad assistere a un concerto rock indoor.	Era tutto completamente nuovo, era una situazione, una sensazione completamente sconosciuta.	1	0.0394	0.0534	0.0613	0.0445	0.0501	0.0569	0.0638	0.1037	0.1453	0.2248	0.3486	0.3473
56990	Le difficoltà di comunicare con gli altri, le resistenze, tutto ci sembra irritante, le persone, il clima, il cibo, le abitudini.	Finché tocchiamo il fondo.	0	0.0565	0.0827	0.073	0.0508	0.0633	0.0692	0.0851	0.1063	0.122	0.1468	0.0891	0.0942
32918	Essendomi trasferito nel 2014 a Pisa, è stato anche ovvio cominciare a modificare il simbolo di questa città.	che siano esse sculture, fotografie, e ad unire quindi, in una sola immagine, opere, artisti ed epoche storiche anche molto differenti e lontani tra di loro.	1	0.0367	0.067	0.0512	0.0342	0.0371	0.0347	0.0436	0.049	0.0598	0.0893	0.0896	0.1559
139627	Un nido.	Entrate e delle noci stavano giocando clandestinamente a poker, vostra mamma girava con una mazza da......baseball E infine la doccia, bravissimo, in camera vostra.	0	0.0588	0.08	0.1171	0.097	0.1008	0.0932	0.1048	0.1067	0.1115	0.1604	0.138	0.2567
131679	Io però, a un certo punto, dopo tanto, ho capito che il mio primo ostacolo non erano i condizionamenti, i giudizi, i pensieri, la voce degli altri.	E tutti, in qualche modo, e per qualche cosa, ci sentiamo diversi.	1	0.0314	0.0355	0.0355	0.0239	0.0271	0.0266	0.0273	0.0277	0.0315	0.0506	0.0655	0.1257
130596	"Quel drone atterra vicino a voi, parla ai passanti e dice: ""Questa persona non si sente bene, mettimi sul suo petto, al resto penso io"", E salva la vita."	L'urina degli astronauti viene ribevuta, il sudore degli astronauti viene ribevuto.	1	0.0329	0.0583	0.0712	0.0552	0.0577	0.0495	0.0646	0.06	0.0759	0.0989	0.137	0.1075
144752	Entrambe le pratiche sono consentite dalla Banca Mondiale e dalla Comunità Europea.	Il risultato è che il Madagascar è uno dei cinque paesi più poveri al mondo.	0	0.036	0.0446	0.0411	0.0282	0.0354	0.0343	0.0325	0.0409	0.0655	0.0828	0.0571	0.1217
103919	Negli anni '80 l'azienda si è superata è ha vinto di tutto: tre campionati mondiali di trial, i campionati nazionali fuoristrada, vinceva in qualsiasi categoria.	Fino al punto di pensare che è giusto punire un colpevole, perché dia l'esempio.	1	0.0273	0.0594	0.0514	0.0342	0.0327	0.0344	0.0355	0.0312	0.0253	0.0262	0.038	0.098
36260	Succede un'altra cosa fondamentale: ovvero la laringe, dove sono contenute le nostre preziose corde vocali, si appoggia alla colonna stessa, quindi allo scheletro, e nel momento in cui noi iniziamo a suonare le nostre corde vocali la vibrazione viene trasmessa alle ossa che, essendo cave, la trasferiscono in tutto il corpo.	Questa si chiama voce ossea, voce interna.	0	0.0443	0.0764	0.0869	0.0676	0.0683	0.0659	0.0829	0.0984	0.1025	0.156	0.1157	0.1169
194176	Noi abbiamo un problema molto serio oggi, noi adulti intendo, abbiamo un problema molto serio a modulare i modelli educativi in modo coerente tra l'infanzia e l'adolescenza.	"In mancanza di meglio, ""chiudiamo"" senza renderci conto che, in questo modo, chiudiamo la possibilità di creare una apertura verso il futuro."	1	0.019	0.0288	0.0334	0.0228	0.0238	0.0216	0.0237	0.0513	0.0828	0.1279	0.1495	0.1054
107096	Cioè ci vendicheremmo di quanto ci ha fatto soffrire l'inglese, gli restituiremmo lo sgarbo di aver fatto del nostro latino, la lingua del mondo dal Medioevo all'800, snaturandolo fino a farne il latino latinorum che conosciamo.	Invece no.	1	0.0945	0.1145	0.1276	0.0895	0.0986	0.113	0.1544	0.2447	0.3116	0.3678	0.2787	0.2009
50330	Ho cinquantaquattro anni, dico.	E poi è partita una mail che è arrivata al mattino in cui si chiedeva se, fra i partecipanti, c'era qualcuno che aveva una storia da raccontare.	1	0.052	0.0966	0.101	0.0712	0.0724	0.0792	0.0947	0.141	0.1645	0.2094	0.2411	0.2209
105370	Non c'è il soldo in natura.	Fai quello che sei, fai quello che ti viene naturale fare.	1	0.0382	0.0421	0.0579	0.0355	0.0557	0.0416	0.0431	0.0584	0.0839	0.1409	0.323	0.2147
15725	"Il nostro Presidente della Repubblica ha detto delle parole bellissime, ""esiste il vento della storia""."	Questo è il momento in cui il vento della storia soffia fortissimo e cerca di eliminare questi confini in un processo unico che è quello dell'Europa, dell'Europa unita.	0	0.0304	0.0364	0.0438	0.0344	0.0329	0.0319	0.0431	0.0992	0.1194	0.1671	0.3228	0.2464
125677	Ecco, l'ultima fase dell'operazione.	Prendere un coltello da cucina e, appunto, infilarlo tra il guscio e la polpa e, a questo punto, riusciamo ad ottenere i nostri pezzi di cocco.	0	0.0357	0.0634	0.0666	0.0527	0.0544	0.0548	0.0684	0.0891	0.097	0.114	0.1237	0.0985
33872	Forse un modo per superare il lutto.	Perché nessuno ad accogliere quelle persone in sofferenza?	1	0.0401	0.0428	0.0457	0.033	0.0441	0.052	0.0522	0.0535	0.0741	0.1119	0.3303	0.3151
147547	Beh, ricordandoci che siamo parte di un tutto.	Questo schema che vi mostro è stato elaborato dalla fondazione Barilla.	0	0.0275	0.0441	0.0378	0.0266	0.0342	0.034	0.0304	0.0345	0.0395	0.0564	0.1044	0.1601
19949	Quando invece, nell'essere umano, l'Alzheimer richiede decenni per consolidarsi.	E questo aspetto del tempo ci porta ad un'altra importante riflessione.	0	0.0298	0.0397	0.032	0.0242	0.0249	0.0295	0.0351	0.0303	0.0269	0.0294	0.0358	0.0472
171637	Ci sono colori diversi, il rosso è il massimo, ogni intensità di colore indica l'intensità del fenomeno quindi la quantità di potenziale in questo caso specifico.	Bene, stiamo descrivendo come in un cuore sano il potenziale elettrico si propaga nel nostro atrio sinistro.	0	0.0185	0.0383	0.053	0.0311	0.0353	0.027	0.0224	0.0436	0.058	0.0869	0.1692	0.1972
51739	Non conosciamo la sua massa, la sua distribuzione.	Quindi gli ingegneri della dinamica del volo di Darmstadt hanno inventato queste traiettorie piramidali.	0	0.0304	0.0568	0.0512	0.0369	0.0403	0.0515	0.0558	0.0707	0.0928	0.1321	0.1101	0.2006
35431	Il mondo della mia ricerca è quello della robotica bio - ispirata, prendiamo ispirazione dalla natura per carpirne i segreti e tradurli in nuove macchine, in nuova tecnologia più sostenibile e utile all'uomo.	La maggior parte di questi robot sono ispirati al mondo degli animali, vengono chiamati animaloidi o umanoidi quando il modello è l'essere umano quindi studiamo l'essere umano per realizzare dei robot umanoidi che sempre di più condivideranno i nostri spazi, ci aiuteranno nella assistenza agli anziani ma anche rappresentano delle piattaforme per i neuroscienzati per studiare il modello di sviluppo di comportamento dell'uomo.	1	0.016	0.0261	0.0205	0.0182	0.0238	0.0272	0.0379	0.0309	0.0246	0.0314	0.0566	0.0764
183651	Se state fermi vi trascina, se camminate riuscite a rimanere nello stesso punto, l'unica maniera per avanzare è correre.	Tenete a mente queste immagini, ci torneremo alla fine del talk.	0	0.0282	0.0359	0.0396	0.0348	0.0331	0.0317	0.0317	0.0477	0.0794	0.1334	0.1357	0.0953
89710	Però adesso vediamo il rovescio della medaglia: se io non ho più bisogno di chiamare un servizio clienti per risolvere un problema, il servizio clienti non avrà più bisogno di persone reali.	Ascolta Crystal, adesso mi rivolgo a te: vorremmo sapere, qui, chi sei, che cosa fai, che cosa sei in grado di fare, che cosa riuscirai a fare nel prossimo futuro e perché sei stata creata.	1	0.0314	0.0375	0.0293	0.0235	0.031	0.0391	0.0385	0.0357	0.0424	0.0619	0.043	0.0481
53640	Aveva un'artrite deformante che gli impediva di lavorare, però aveva un assistente molto bravo, al nome Almeida Lima, che lavorava per lui.	Allora Almeida, facciamo quest'intervento.	0	0.0331	0.0602	0.0646	0.0463	0.0442	0.0614	0.0727	0.0752	0.0695	0.0959	0.2477	0.2666
39239	I risultati sono tuttora visibili, perché adesso l'area dunale, questo incredibile, delicato ecosistema, patrimonio dell'umanità, è ritornato ad essere e ad avere il suo aspetto naturalistico e selvaggio.	Che nonostante tutto dobbiamo, continuamente, proteggere e monitorare.	0	0.0366	0.0547	0.0647	0.0486	0.0498	0.0444	0.0527	0.0802	0.0836	0.1324	0.3331	0.2721
49532	Sempre nuovi artisti: si puntava su Pisanello, grande disegno sul muro, una nuova idea rivoluzionaria; Andrea Mantegna, Giulio Romano - sono tanti da citare.	Per troppi, per tanti?	1	0.0447	0.0804	0.0884	0.0719	0.0819	0.0875	0.0983	0.1319	0.1879	0.2245	0.143	0.1051
8309	Allora, vi ricordate il cardiostimolatore di cui vi ho parlato all'inizio?	Ci sono altri ricercatori che sono riusciti a collegarsi a questo cardiostimolatore: quindi, a distanza, cambiare i parametri, e addirittura indurre la defibrillazione.	0	0.0228	0.0442	0.0447	0.0346	0.0441	0.0574	0.0621	0.0711	0.0924	0.111	0.1207	0.1858
71510	Credere di essere al di sopra del mondo naturale ci ha portati dritti verso la catastrofe.	Capire di esserne parte è il primo passo nella direzione opposta.	0	0.0193	0.0316	0.0369	0.0294	0.0371	0.0322	0.0339	0.036	0.0448	0.0547	0.0534	0.0828
177023	Tocchiamo degli oggetti che non hanno qualità.	Ci sono due aspetti che sono importanti, nell'interazione con gli oggetti.	1	0.0309	0.0388	0.0433	0.0332	0.0396	0.0319	0.0324	0.0483	0.0633	0.0997	0.1263	0.2275
61105	Che un guadagno morale non è diverso da un guadagno professionale.	"Oggi dirigo il nuovo progetto bandiera del CERN, l'ho proposto nel 2010 e si chiama ""LHC ad alta luminosità""."	1	0.0472	0.0788	0.0799	0.059	0.0667	0.071	0.0649	0.0751	0.089	0.138	0.1854	0.1723
47410	E nel tempo?	Vi ho parlato come se fossi un padre, sono il più vecchio, credo, tra chi ha parlato.	1	0.0502	0.0874	0.081	0.057	0.068	0.0689	0.0941	0.1053	0.1341	0.1788	0.1046	0.1267
44181	Come vedete nello spazio nascosto delle relazioni, in questo nuovo sistema di coordinate, ora notiamo una nuova storia.	Questa è la loro rete terroristica che venne pubblicata alcuni giorni dopo in vari giornali e che fu parzialmente ricostruita da alcuni ricercatori.	1	0.026	0.0472	0.0323	0.0253	0.0264	0.0243	0.0217	0.0275	0.0357	0.0783	0.0583	0.1065
148768	Non devi per forza dire la tua!	Capita sempre più spesso che le conversazioni private arrivino in pubblico.	1	0.045	0.0587	0.0543	0.0394	0.0508	0.0495	0.0491	0.0576	0.0646	0.0955	0.2822	0.4779
148613	Sappiamo che la Corea del Sud ha attraversato una profonda crisi, fino a qualche anno fa; però oggi è diventata una potenza globale nell'ambito dell'industria, della tecnologia.	"Per me, nella mia esperienza coreana, ""Bap meogeosseoyo"" è il simbolo che le crisi non solo si possono attraversare, ma ci posso rendere molto più forti."	0	0.0141	0.0341	0.0524	0.0351	0.0367	0.0326	0.0318	0.0512	0.0717	0.0994	0.1358	0.0746
176190	Il merito di questa cosa, di quelle 160 vite, cambiate, non è mio.	Ora, cosa vorrei che vi portaste a casa di questa chiacchierata?	1	0.0265	0.0332	0.0309	0.0262	0.0282	0.0238	0.0326	0.0406	0.0504	0.1008	0.171	0.166
79037	Il disegno fa emergere talenti che non sono necessariamente legati all'arte visiva.	Quindi la persona si apre molto più facilmente al cambiamento.	1	0.0231	0.041	0.0326	0.0237	0.0271	0.0211	0.0178	0.029	0.0583	0.1041	0.2781	0.2551
395	Oggi ci sono tantissimi gruppi di ricerca in tutto il mondo, nelle migliori università, che studiano la soft robotics e sviluppano robot soft.	Il futuro della soft robotics?	0	0.035	0.0387	0.0463	0.0382	0.0406	0.048	0.0507	0.0635	0.0725	0.0988	0.0934	0.1639
22230	Beh, aggiungete che il 42% della popolazione umana è stanziata lungo le coste.	Beh, ricordandoci che siamo parte di un tutto.	1	0.0199	0.0319	0.0293	0.0241	0.0413	0.0339	0.0316	0.0375	0.0406	0.054	0.0902	0.1413
161289	Io ho cominciato a seguire queste emozioni, io ho cominciato ad ascoltare il mio cuore.	E durante tutti questi eventi, tutto questo gran girare, cominci a conoscere e a condividere la tua storia con le persone che hai davanti.	0	0.0245	0.0415	0.0396	0.0221	0.0241	0.021	0.0229	0.0225	0.0265	0.0607	0.0408	0.0562
34455	Più la si ripeteva uguale, più alto era il voto.	Questi ad esempio sono alcuni dati sui morti per le guerre, nella Storia, dagli anni '40 ad oggi.	1	0.0333	0.0474	0.046	0.0296	0.0327	0.0401	0.0378	0.0527	0.0599	0.0821	0.1012	0.1315
86263	Un momento, forse non li raccolgono perché non hanno il sacchetto e i guanti.	"Oppure: ""Io pago le tasse."	0	0.045	0.0599	0.0563	0.0402	0.0438	0.0427	0.0417	0.0462	0.0554	0.0708	0.0608	0.1105
78181	Bisogna andare a stuzzicare questa capacità, bisogna, attraverso quello che io definisco la 'delega di responsabilità', riuscire a far capire a queste persone che loro non sono un gatto, loro sono un leone, perché tutti noi abbiamo un leone dentro di noi, bisogna svegliare questo leone.	Dalla correlazione tra queste aree io riesco a individuare come io posso effettivamente seminare i frutti giusti perché in questo terreno fertile possa crescere qualcosa di importante, sia per la persona sia per la mia azienda.	1	0.0152	0.0373	0.0434	0.0333	0.0392	0.0491	0.0507	0.065	0.0705	0.0849	0.065	0.0981
183015	È un cambiamento molto forte.	Ora il mio viaggio, ovviamente, acquista una forza ancora maggiore, perché non è più solo un viaggio in solitario.	1	0.0428	0.0609	0.051	0.0333	0.0407	0.0429	0.0509	0.0623	0.0637	0.0767	0.1365	0.2078
71190	Aiutate anche mi pa' e mi ma', loro non mi capiranno mai.	Ve lo poso qui il sasso, datemi la forza di non ritornarci quassù.	0	0.0255	0.0362	0.0531	0.0366	0.0479	0.0426	0.0461	0.0678	0.0974	0.1705	0.676	0.5642
103528	Tradotto letteralmente 'impact investing' significa 'investire con un impatto'.	Tutti gli investimenti hanno un impatto positivo o negativo.	0	0.0378	0.0523	0.049	0.0339	0.0401	0.043	0.0408	0.0472	0.0615	0.118	0.2136	0.336
3270	Il contatto con i materiali, il contatto con gli utensili, il cambiare idea.	Nascondete i prototipi, nascondete le prove.	1	0.041	0.0533	0.0478	0.0303	0.0433	0.039	0.0492	0.0573	0.0502	0.0719	0.3726	0.33
9542	"""Lasciami volare"" è già andata in scena in sei teatri."	"Mi hai fatto capire che, se mi butto in quel mondo, in quella strada, io non ce la farò mai."""	1	0.0319	0.0623	0.0677	0.0519	0.0561	0.0508	0.0593	0.0777	0.1016	0.1544	0.1434	0.3246
64764	Essere nell'arena è diverso.	Nell'arena c'è lo stress, che incide tantissimo su tutto quello che fate, sul vostro modo di vedere le cose, sulle vostre emozioni, che influiscono sulle vostre decisioni; e soprattutto sul vostro modo di reagire.	0	0.0413	0.0752	0.0665	0.0569	0.0696	0.0619	0.0827	0.0783	0.0581	0.0489	0.0657	0.1353
97337	"Quando se ne fa un uso sciatto e inconsapevole e se ne manipolano deliberatamente i significati, l'effetto è il logoramento e la perdita di senso bisogna sottoporre le parole a una manutenzione attenta, ripristinare la loro forza originaria, renderle di nuovo aderenti alle cose""."	Io non ero più Bevilacqua di, ma sono tornato ad essere David Bevilacqua, quando mi presentavo con le altre persone.	1	0.0231	0.04	0.0661	0.0457	0.0419	0.036	0.043	0.0521	0.0704	0.0974	0.1859	0.1794
93985	E questo mi è semplicemente piaciuto e ho deciso che la nostra vita insieme sarebbe stata molto lunga, perché ci sono e c'erano tante cose da fare.	Infatti, come ha detto anche prima Flavia, ci sono moltissime persone oggi che sono appassionate d'informatica: bimbi, adulti, adolescenti e che lo devono utilizzare tutti i giorni, che lo si voglia o no.	0	0.0201	0.0376	0.0409	0.0283	0.0314	0.0297	0.0349	0.0318	0.0235	0.023	0.0564	0.0687
164182	Per darvi un'idea, una delle domande che mi è stata fatta è stata: 'Ma a Castellanza c'è il parrucchiere? ' Il parrucchiere!	È evidente che non ho fatto io questa domanda, né avevo molte risposte da dare.	0	0.0268	0.0436	0.059	0.0389	0.0454	0.0473	0.055	0.0872	0.1418	0.2152	0.5401	0.4425
90310	È un'educazione che si può acquisire in primis a casa e poi nel proprio ambiente di lavoro: è una scelta.	Così come ho scelto, proprio perché le fiabe, da sempre, appartengono al mio nutrimento personale, di avere all'interno di questa casa immagini che appartengono al mondo delle fiabe.	0	0.0194	0.0469	0.0346	0.0207	0.0217	0.0248	0.0286	0.0254	0.0275	0.0317	0.0834	0.1461
85221	Andando a prendere questi elementi, provando le trazioni, abbiamo visto una resistenza meccanica di sei GigaPascal, cioè molto maggiore dei compositi che l'uomo oggi è in grado di fare.	Ecco perché, avrai notato, mi sono spaventato prima quando il batterista emetteva questi flussi, ricordavano un po' questa cosa che osserviamo qua.	1	0.0176	0.0373	0.0285	0.019	0.0209	0.0186	0.0231	0.0237	0.0223	0.0238	0.0564	0.1265
29104	Come potete bene immaginare i motori per essere autorizzati al volo devono avere un'affidabilità altissima, bisogna essere quasi certi che mai un motore si perderà, se non per motivi assolutamente particolari e rari, per cui abbiamo stimato che per il 2030 sarà possibile avere questi stessi motori, con le stesse, più o meno, caratteristiche, e un'affidabilità sufficiente per essere autorizzati al volo.	Quindi basso rumore, ottime performance a bassissime velocità.	1	0.0533	0.0632	0.0785	0.0639	0.0734	0.0764	0.1091	0.1269	0.1486	0.1891	0.153	0.138
1352	E' paradossale pensare che il fondo di caffè che viene considerato uno scarto rappresenta il 99, 8% della massa totale del caffè.	L'espresso che noi beviamo è solo lo 0, 2% che va nella tazzina.	0	0.0153	0.0256	0.0206	0.0164	0.0236	0.0224	0.0239	0.04	0.0586	0.0751	0.2183	0.2421
131461	All'origine di questa tragedia vi è un problema che attanaglia tutta l'Europa: nessuno sa come misurare correttamente e rapidamente la longitudine in mare aperto.	Individui con percorsi di socializzazione del tutto inediti, e che spesso operano ai margini, se non completamente al di fuori, del sistema che cercano di innovare.	1	0.0164	0.0363	0.038	0.0257	0.0398	0.0399	0.0381	0.0787	0.1141	0.1518	0.1187	0.055
77814	E non sto parlando solamente di Machine to Machine, sto parlando anche di persone che non vogliono esporre i propri dati, i propri software, i propri applicativi.	Quindi si tratta di introdurre il concetto, scriverlo, spiegarlo e, in anni, implementarlo, di connettività, di interoperabilità.	0	0.0182	0.0328	0.0253	0.0186	0.0234	0.0219	0.0203	0.0237	0.0268	0.0359	0.0613	0.1043
51329	Sentite le endorfine che salgono a grumi?	È quasi finito.	0	0.0515	0.0634	0.0783	0.0562	0.0624	0.0806	0.0982	0.1518	0.2123	0.1995	0.1489	0.1686
87319	Perché nel 90% dei casi, semplicemente, non funziona per gli esseri umani.	Anche qui facciamo un esempio: l'Alzheimer.	0	0.0317	0.0424	0.0747	0.0596	0.0588	0.0459	0.0437	0.0592	0.0641	0.0931	0.2059	0.1366
185940	Essere donna significa, anche e soprattutto, imparare a occupare meno spazio nel mondo.	La magrezza non è associata alla bellezza per questioni di salute, come si raccontano i grasso - fobici.	0	0.0263	0.0309	0.0405	0.0249	0.0264	0.031	0.0254	0.0291	0.0414	0.0486	0.0674	0.0902
92158	Sono stata tenuta in isolamento, coperta - letteralmente, coperta - da una coperta, perché non avevo un burqa.	Quindi dovevo essere relegata lì.	0	0.0407	0.0694	0.0634	0.0458	0.0607	0.0829	0.1335	0.1581	0.2217	0.4746	0.7653	0.2863
68355	Per realizzarla, avevo costruito un sistema elettronico di 3 accelerometri triassiali collegati ad una maglietta della salute.	Gli accelerometri trasmettevano i loro dati di posizione, e io andavo a integrarli in un algoritmo di previsione della caduta.	0	0.0134	0.0205	0.016	0.0122	0.0147	0.0154	0.0161	0.0204	0.0233	0.0277	0.0308	0.0545
188446	La prima volta che sono entrata in carcere era il 2008, me la ricordo perfettamente, perché per la prima volta ho visto dei detenuti, dei criminali dal vero, ed erano lì davanti a me e io che mi chiedevo: 'Chissà se hanno spacciato o rubato, non avranno mica ammazzato qualcuno', perché mi sembrava veramente impossibile, erano delle persone assolutamente normali davanti a me, e dei ragazzi, degli uomini, alcuni erano anche decisamente carini.	Secondo me ci sono molti degli strumenti del teatro, della pratica teatrale, che possono essere utili per operarlo questo cambiamento.	1	0.0274	0.062	0.0757	0.063	0.0618	0.0527	0.0705	0.0753	0.0856	0.1223	0.2234	0.2127
121118	Bisogna dargli gli strumenti.	Bisogna avere la pazienza di aspettare che l'altro finisca di parlare, e non di dare noi le risposte perché pensiamo di sapere già cosa ci vuole dire.	0	0.0546	0.0725	0.1006	0.0725	0.0692	0.0577	0.0741	0.0918	0.0979	0.1444	0.1662	0.1134
195289	Che quello che io vi chiedo è un ultimo sforzo.	Sebbene sia normale pensare che l'unico modo di concepire l'economia lineare sia quello attuale io vi chiedo di fare solamente un piccolo sforzo di immaginazione e di cambiare il vostro punto di vista la vostra prospettiva e pensare che quello che fino ad oggi è considerato una linea può diventare un cerchio e che l'economia circolare è un'economia che si basa su una semplicissima e inconfutabile idea dove nulla si crea, nulla si distrugge ma tutto si trasforma.	0	0.048	0.0854	0.074	0.0615	0.0654	0.0667	0.0824	0.1093	0.1302	0.1825	0.2408	0.2877
105432	Quindi, se il contadino è un disgraziato è disgraziato sempre, non statisticamente.	Ho fatto due esempi stupidi però per darvi un'idea del perchè l'uomo è in vantaggio sulle macchine nel buonsenso.	0	0.0292	0.0723	0.0577	0.042	0.0404	0.0388	0.0396	0.0621	0.0817	0.1234	0.1981	0.1526
62203	E quando l'ha conosciuto, l'ha ritratto in questo modo unico.	E questo modo è unico perché Antonello, ancora una volta, ha paragonato, con i suoi neuroni specchio, quello che aveva davanti con se stesso.	0	0.0143	0.0324	0.0443	0.0336	0.0365	0.0424	0.0478	0.055	0.0666	0.0877	0.2629	0.2947
63126	E poi possono divertirsi a personalizzare il loro microscopio come preferiscono.	In questo modo, la tecnologia non diventa una nuova materia tra i banchi di scuola, ma diventa parte integrante del curriculum scolastico, come vero e proprio metodo di apprendimento.	1	0.0348	0.0446	0.0421	0.0297	0.045	0.0527	0.0471	0.0544	0.0659	0.0786	0.067	0.1329
22588	Perché sei talmente in alto, pensate a 8.167 m vedi talmente lontano, che il mondo è sferico.	È rotondo.	0	0.0612	0.0646	0.062	0.0539	0.0643	0.0803	0.0943	0.1128	0.1264	0.2013	0.4218	0.414
169804	La scuola dovrebbe far conoscere e sperimentare quelle tecnologie più rilevanti del nostro tempo: parlo di blockchain, di programmazione, di Internet Of Things, di Big Data, di robotica, di materiali intelligenti, di Intelligenza Artificiale.	E se ancora non vi avessi convinto, venite a visitare le nostre fabbriche.	1	0.0471	0.0645	0.0562	0.0383	0.0451	0.052	0.0544	0.0659	0.0905	0.1081	0.1303	0.1262
109135	È un modo più sicuro di riparare.	Allora anche qui possiamo essere più furbi della cellula e inserire uno stampo da copiare, che porti una sequenza simile a quella che abbiamo tagliato, ma con la modifica che volevamo introdurre.	0	0.0342	0.0723	0.0738	0.0548	0.0602	0.0546	0.0585	0.0725	0.0686	0.0961	0.0727	0.1114
71660	Tutto qui?	Non è neanche tanto grande, sta nel palmo di una mano, non è neanche così velenoso, ma produce questa ragnatela che è uno dei materiali più forti al mondo.	1	0.089	0.1172	0.1476	0.1181	0.1353	0.1275	0.1793	0.2397	0.287	0.3502	0.4229	0.305
143525	"E in Giappone, in epoche successive, con l'invenzione dei primi automata, queste, chiamate ""bambole Kara Kuri"", venivano poste anche all'interno dei templi."	In generale, per rappresentare il tema religioso, si fa uso della bellezza.	0	0.0293	0.0357	0.0426	0.0339	0.0331	0.0321	0.0326	0.0607	0.1018	0.1527	0.222	0.1794
122446	Così, quando si è rotto lo stereo con cui ascoltavamo la musica, Lucas ha voluto portarle 'a…giù…stare'.	Lucas è davvero un poeta.	0	0.0469	0.0437	0.0571	0.0483	0.0581	0.0544	0.0654	0.0788	0.0777	0.1116	0.1053	0.1552
100559	Ho studiato Caravaggio, la camera oscura, una macchina fotografica su tela, una cosa praticamente formidabile.	Questo è Sid Milton, un altro disegnatore formidabile, Questa cosa si è estesa a tutta la mia visione della storia dell'arte.	1	0.015	0.024	0.0289	0.0239	0.0281	0.0226	0.027	0.0571	0.0616	0.0773	0.1663	0.3152
65458	Poi è arrivato un altro e ha fatto così: Suona Beh, questa era un pochino meglio....	Se ne sono avvicendate varie.	0	0.0356	0.0639	0.0612	0.0506	0.0589	0.0747	0.0719	0.0853	0.1391	0.2545	0.3665	0.4595
115342	Talmente tanto timido che, quando mi chiedevano che cosa volevo fare, dicevo che volevo fare lo scienziato.	Più o meno, era il mio modo per coprirmi.	0	0.0281	0.0437	0.0365	0.0349	0.0369	0.0411	0.0442	0.0566	0.0733	0.0944	0.2754	0.3073
186751	Perché è preoccupante?	Perché non avere accesso all'acqua, il diritto all'acqua negato, un diritto che dovrebbe essere, che è un diritto umano, significa non poter uscire dalla trappola della povertà.	0	0.0737	0.0799	0.1051	0.0691	0.0837	0.0909	0.1114	0.1686	0.2401	0.302	0.4839	0.4473
161572	Perché mandiamo gli astronauti sottoterra?	Ed ero bloccato, l'unico modo per spostarmi in quel budello era in avanti, spingendomi molto lentamente con i piedi e con le mani.	1	0.0527	0.1045	0.1263	0.0819	0.078	0.0613	0.0625	0.098	0.146	0.1846	0.1555	0.213
111835	Michael Pawlyn infatti ci fa tantissimi altri esempi in questo TED talk che vi consiglio anche di vedere.	Ma la cosa che mi fa alzare dalla sedia nel 2013, è un piccolissimo intervento che Michael prende in considerazione.	0	0.0229	0.0381	0.0235	0.0148	0.0167	0.015	0.0148	0.0173	0.0235	0.0304	0.1115	0.1488
